,gene,Cell_ID,Sample,log1TPM,treatment,Polarity,sample_mean_log1TPM,log1RPM,log1RPM_posterior,sample_mean_log1TPM_posterior,Skew,coeff,p_value,q_value,sig,domain_x,color,domain_y,polarity
182445,SteCoe_19929,G0410,G0410A,1.2526427834628602,G04,A,1.5642648991135109,2.816907682576371,2.7457917171187396,1.5586255754060196,0.012784434381179984,1.4280185061531672,0.0005011820876233629,0.04994962463468796,True,Kinesin domain protein,,,anterior
182482,SteCoe_19965,G0410,G0410A,1.81550676169732,G04,A,1.5642648991135109,3.379771660810831,3.0826023978573596,1.5586255754060196,0.04598453451558851,0.8993087238471283,0.028514683043672686,0.07416012113383295,True,AGC kinase,,,anterior
182486,SteCoe_19969,G0410,G0410A,0.8908023959310821,G04,A,1.5642648991135109,2.455067295044593,2.4630671013391394,1.5586255754060196,-0.0016265936734930933,1.729280425615222,0.02840316776718965,0.07416012113383295,True,hypothetical protein,,,posterior
182524,SteCoe_20005,G0410,G0410A,3.3016041964154703,G04,A,1.5642648991135109,4.865869095528981,4.78899245508467,1.5586255754060196,0.007962479838918573,1.6077108941541223,0.07185751693846423,0.0969076991033473,True,hypothetical protein,,,anterior
182561,SteCoe_20046,G0410,G0410A,5.433972800757611,G04,A,1.5642648991135109,6.998237699871122,6.783481557805899,1.5586255754060196,0.015582681525426844,1.6016638039957605,0.07799402149962721,0.09837137046840212,True,CDPK family kinase,anterior,CDPK family kinase,anterior
182576,SteCoe_20063,G0410,G0410A,2.2744861070200004,G04,A,1.5642648991135109,3.8387510061335113,3.30116625868137,1.5586255754060196,0.07529285389640708,0.37709740796679786,0.013108301861775551,0.07416012113383295,True,hypothetical protein,,,anterior
182593,SteCoe_20081,G0410,G0410A,1.8233327865006297,G04,A,1.5642648991135109,3.3875976856141405,3.60320929986134,1.5586255754060196,-0.030842163815303004,1.929182565439335,0.03149005974644901,0.07416012113383295,True,hypothetical protein,,,posterior
182837,SteCoe_20325,G0410,G0410A,1.07859376245743,G04,A,1.5642648991135109,2.6428586615709406,2.432691130247867,1.5586255754060196,0.041407835592872956,1.0266361960969952,0.0174309212398402,0.07416012113383295,True,hypothetical protein,,,anterior
182851,SteCoe_20338,G0410,G0410A,2.8304211930186405,G04,A,1.5642648991135109,4.394686092132151,4.331341701177779,1.5586255754060196,0.0072592469855455545,1.3212933869870362,0.007525832410537246,0.07416012113383295,True,CAMKK family kinase,,,anterior
182906,SteCoe_20392,G0410,G0410A,1.92027855244838,G04,A,1.5642648991135109,3.484543451561891,3.4956189951027397,1.5586255754060196,-0.0015867171610226647,0.9400309522128774,0.014340322250665657,0.07416012113383295,True,Adaptin_N domain protein,posterior,Adaptin_N domain protein,posterior
182957,SteCoe_2044,G0410,G0410A,2.0490623415613003,G04,A,1.5642648991135109,3.613327240674811,3.4565298226868295,1.5586255754060196,0.02217830100138208,0.13543587836846932,0.022904999095613245,0.07416012113383295,True,Aconitase domain protein,anterior,Aconitase domain protein,anterior
182974,SteCoe_20457,G0410,G0410A,1.47955925577281,G04,A,1.5642648991135109,3.0438241548863205,2.9031202323838796,1.5586255754060196,0.02365986855428248,1.351397773459603,0.03426197596383083,0.07416012113383295,True,hypothetical protein,posterior,hypothetical protein,anterior
183014,SteCoe_20498,G0410,G0410A,0.889462397658053,G04,A,1.5642648991135109,2.453727296771564,2.4649791069354325,1.5586255754060196,-0.002287554743130958,1.483329796251956,0.060077938530817936,0.08730912778505791,True,FYVE domain protein,,,posterior
183046,SteCoe_20530,G0410,G0410A,0.732935472958647,G04,A,1.5642648991135109,2.297200372072158,2.1310407225255585,1.5586255754060196,0.037522719742903776,0.9270239963852455,0.0065736459758222255,0.07416012113383295,True,TTL domain protein,,,anterior
183237,SteCoe_20720,G0410,G0410A,2.37271697565783,G04,A,1.5642648991135109,3.936981874771341,3.97615545646969,1.5586255754060196,-0.004950448862259956,1.11609750073801,0.07991249790537698,0.0993936541111654,True,Biotin_lipoyl domain protein,,,posterior
183245,SteCoe_20729,G0410,G0410A,4.07654772848359,G04,A,1.5642648991135109,5.6408126275971,5.54187345231768,1.5586255754060196,0.00884753220937898,1.4129325621251518,0.02433361948082188,0.07416012113383295,True,PK domain protein,anterior,PK domain protein,anterior
183276,SteCoe_20760,G0410,G0410A,1.3892720447861,G04,A,1.5642648991135109,2.9535369438996106,2.87120979812382,1.5586255754060196,0.01413403009985488,0.7435473441675321,0.017452955759971314,0.07416012113383295,True,5-FTHF_cyc-lig domain protein,,,anterior
183443,SteCoe_20924,G0410,G0410A,4.0289523548484905,G04,A,1.5642648991135109,5.593217253962001,5.469651655971919,1.5586255754060196,0.011169399094942334,1.3761538864407363,0.07400117259215577,0.09762687677065406,True,PCI domain protein,anterior,PCI domain protein,anterior
183447,SteCoe_20928,G0410,G0410A,1.57036844028016,G04,A,1.5642648991135109,3.134633339393671,2.9302870811322697,1.5586255754060196,0.03369314749288676,0.8663214268800069,0.0036197313971404045,0.07416012113383295,True,Histone domain protein,,,anterior
183481,SteCoe_20961,G0410,G0410A,1.8156842117031002,G04,A,1.5642648991135109,3.379949110816611,2.9834893329719097,1.5586255754060196,0.06230275995388837,0.9031955063971472,0.0415818254212715,0.07670207711685881,True,hypothetical protein,,,anterior
183733,SteCoe_21215,G0410,G0410A,0.901811424520449,G04,A,1.5642648991135109,2.46607632363396,2.404003879261084,1.5586255754060196,0.012745671895911833,1.2207179377610557,0.008310833067191397,0.07416012113383295,True,hypothetical protein,,,anterior
183823,SteCoe_21313,G0410,G0410A,2.88482879542411,G04,A,1.5642648991135109,4.449093694537621,4.28070209688608,1.5586255754060196,0.01928929400811084,1.7307642647072983,0.02560282717050447,0.07416012113383295,True,PCI domain protein,,,anterior
183842,SteCoe_21330,G0410,G0410A,1.0025179574855199,G04,A,1.5642648991135109,2.5667828565990307,2.4395116237351657,1.5586255754060196,0.0254222426115391,0.7971678355300503,0.06541324803935303,0.09186650726627266,True,WD40 domain protein,posterior,WD40 domain protein,anterior
183920,SteCoe_21408,G0410,G0410A,3.5578491151131804,G04,A,1.5642648991135109,5.122114014226691,5.12407903540971,1.5586255754060196,-0.00019178061290664854,1.8342487328976644,0.03570828600256471,0.07484062918392931,True,Glycolytic domain protein,anterior,Glycolytic domain protein,posterior
184016,SteCoe_2151,G0410,G0410A,5.56582902880181,G04,A,1.5642648991135109,7.13009392791532,6.96746931388968,1.5586255754060196,0.011535654157832908,1.3738126738478522,0.028729301451243035,0.07416012113383295,True,Inhibitor_I29 domain protein,anterior,Inhibitor_I29 domain protein,anterior
184017,SteCoe_21510,G0410,G0410A,4.574260730306519,G04,A,1.5642648991135109,6.13852562942003,5.98943864492061,1.5586255754060196,0.01229282846873538,0.612145038591865,0.07544410195840183,0.09801912632775929,True,ATP-synt_ab_N domain protein,anterior,ATP-synt_ab_N domain protein,anterior
184022,SteCoe_21515,G0410,G0410A,1.7175553298880801,G04,A,1.5642648991135109,3.2818202290015908,3.26457188607708,1.5586255754060196,0.0026347860961126765,0.6559099430557314,0.019739725881323267,0.07416012113383295,True,hypothetical protein,,,anterior
184027,SteCoe_2152,G0410,G0410A,0.533461227226795,G04,A,1.5642648991135109,2.097726126340306,1.9426451867572767,1.5586255754060196,0.0383828434481521,1.1424558270172631,0.022897871025304252,0.07416012113383295,True,DUF4378 domain protein,posterior,DUF4378 domain protein,anterior
184038,SteCoe_2153,G0410,G0410A,1.34168379660133,G04,A,1.5642648991135109,2.905948695714841,2.5897315970181394,1.5586255754060196,0.057539209315876694,0.7350745201074586,0.062005623637621715,0.08960350236650537,True,hypothetical protein,,,anterior
184366,SteCoe_21857,G0410,G0410A,1.64415572880934,G04,A,1.5642648991135109,3.208420627922851,3.1345410183547395,1.5586255754060196,0.011647494291797917,1.8761378133487743,0.048150394457717356,0.07941288883702478,True,hypothetical protein,,,anterior
184383,SteCoe_21872,G0410,G0410A,1.28070230521625,G04,A,1.5642648991135109,2.8449672043297607,2.7191524824167095,1.5586255754060196,0.022611792879426603,1.1676661295007875,0.015477664393721774,0.07416012113383295,True,zf-DHHC domain protein,,,anterior
184477,SteCoe_21965,G0410,G0410A,3.8003259452201896,G04,A,1.5642648991135109,5.3645908443337005,5.252767854238559,1.5586255754060196,0.010532091197990527,1.5098405438317428,0.02727793193802026,0.07416012113383295,True,LRR_9 domain protein,,,anterior
184574,SteCoe_22067,G0410,G0410A,4.04180289413886,G04,A,1.5642648991135109,5.606067793252372,5.42397441276109,1.5586255754060196,0.01650885618479381,1.1890741785549839,0.07499127631439609,0.09801912632775929,True,PDEase_I domain protein,anterior,PDEase_I domain protein,anterior
184632,SteCoe_22124,G0410,G0410A,2.31871454060971,G04,A,1.5642648991135109,3.8829794397232207,3.993623843677529,1.5586255754060196,-0.014047223145982456,1.6524071728397685,0.023069970035854426,0.07416012113383295,True,hypothetical protein,,,posterior
184695,SteCoe_22192,G0410,G0410A,6.79303343182887,G04,A,1.5642648991135109,8.357298330942381,7.981692777215359,1.5586255754060196,0.022988295375195422,0.9465009481522225,0.047575363971406874,0.07941288883702478,True,Actin domain protein,anterior,Actin domain protein,anterior
184789,SteCoe_22285,G0410,G0410A,6.380688968661901,G04,A,1.5642648991135109,7.944953867775412,7.587879953239989,1.5586255754060196,0.022988330310488105,1.2374986366742193,0.06543073714489729,0.09186650726627266,True,Glyoxalase domain protein,anterior,Glyoxalase domain protein,anterior
184825,SteCoe_22320,G0410,G0410A,2.71085331693409,G04,A,1.5642648991135109,4.2751182160476,4.16432131621296,1.5586255754060196,0.013128466577799218,0.8000848754269396,0.053711797918546626,0.0827070158492094,True,Clat_adaptor_s domain protein,,,anterior
184883,SteCoe_22381,G0410,G0410A,2.9819525579627504,G04,A,1.5642648991135109,4.546217457076262,4.26783542708123,1.5586255754060196,0.03158388469569997,1.6479815842901782,0.053062163745404956,0.08239466420093937,True,NIF domain protein,,,anterior
184917,SteCoe_22415,G0410,G0410A,3.35211758103175,G04,A,1.5642648991135109,4.916382480145261,4.6283069914171,1.5586255754060196,0.0301817560001778,0.7604367825215548,0.04553580743771776,0.07824021896515079,True,Vps35 domain protein,anterior,Vps35 domain protein,anterior
184996,SteCoe_22491,G0410,G0410A,3.9248725444156802,G04,A,1.5642648991135109,5.4891374435291915,5.472422189610249,1.5586255754060196,0.0015248974122631332,1.8389296030268454,0.027143428869639958,0.07416012113383295,True,ParcG domain protein,,,anterior
185150,SteCoe_22643,G0410,G0410A,4.4225316029726205,G04,A,1.5642648991135109,5.986796502086131,5.69585841451016,1.5586255754060196,0.024903422180404096,1.3329767341551144,0.06491731787451425,0.09186650726627266,True,GDI domain protein,anterior,GDI domain protein,anterior
185204,SteCoe_22702,G0410,G0410A,0.523218162613458,G04,A,1.5642648991135109,2.087483061726969,2.0654830880663297,1.5586255754060196,0.005297412227098048,1.4417921761767114,0.013181904538773647,0.07416012113383295,True,hypothetical protein,,,anterior
185246,SteCoe_22749,G0410,G0410A,0.886989745269684,G04,A,1.5642648991135109,2.451254644383195,2.2435043716341387,1.5586255754060196,0.04425153070482736,0.9798722623645721,0.004921817305783335,0.07416012113383295,True,NEK family kinase,,,anterior
185248,SteCoe_22750,G0410,G0410A,1.71658941277379,G04,A,1.5642648991135109,3.2808543118873006,3.5538484446458196,1.5586255754060196,-0.0399423563076786,1.4249927476575097,0.027492056508772685,0.07416012113383295,True,hypothetical protein,,,posterior
185347,SteCoe_22851,G0410,G0410A,7.380503655276621,G04,A,1.5642648991135109,8.944768554390132,8.6990961745364,1.5586255754060196,0.013923955076064472,1.3079875386567776,0.07918026429705405,0.09890003264250787,True,Tubulin domain protein,,,anterior
185502,SteCoe_23002,G0410,G0410A,0.744800853666802,G04,A,1.5642648991135109,2.309065752780313,2.3145748678244145,1.5586255754060196,-0.0011915102180629262,0.8030053029486999,0.013562853073215097,0.07416012113383295,True,hypothetical protein,posterior,hypothetical protein,posterior
185515,SteCoe_23014,G0410,G0410A,1.90488812586332,G04,A,1.5642648991135109,3.4691530249768308,3.3342429482864095,1.5586255754060196,0.019829813995922943,0.853960005184182,0.008324755343177542,0.07416012113383295,True,hypothetical protein,posterior,hypothetical protein,anterior
185638,SteCoe_23140,G0410,G0410A,4.09122271130402,G04,A,1.5642648991135109,5.655487610417531,5.65291169956306,1.5586255754060196,0.00022778739800926857,1.6425745477641804,0.07280548205071234,0.09733353215335874,True,CAMK related kinase,,,anterior
185767,SteCoe_23268,G0410,G0410A,2.4301324268529703,G04,A,1.5642648991135109,3.994397325966481,4.0399263432609995,1.5586255754060196,-0.005666813930947362,1.6586879173673836,0.011748372385279504,0.07416012113383295,True,hypothetical protein,,,posterior
186112,SteCoe_23619,G0410,G0410A,1.5400665980534598,G04,A,1.5642648991135109,3.104331497166971,3.23230988672902,1.5586255754060196,-0.020196564995345116,1.9294193564596616,0.03306443443312051,0.07416012113383295,True,hypothetical protein,,,posterior
186213,SteCoe_23720,G0410,G0410A,0.8004108196753851,G04,A,1.5642648991135109,2.364675718788896,2.1689004316893876,1.5586255754060196,0.04318341207941428,1.6908899747377835,0.017823121715706988,0.07416012113383295,True,hypothetical protein,,,anterior
186419,SteCoe_23927,G0410,G0410A,2.6539521782067297,G04,A,1.5642648991135109,4.21821707732024,4.224519397938829,1.5586255754060196,-0.0007464784240344152,1.560680594705882,0.03358030128649,0.07416012113383295,True,Tom37 domain protein,,,posterior
186455,SteCoe_23963,G0410,G0410A,1.66320855308348,G04,A,1.5642648991135109,3.2274734521969908,3.3519825156460694,1.5586255754060196,-0.018923914691064705,1.7354815883435581,0.05870250455773554,0.08658186512940344,True,hypothetical protein,,,posterior
186486,SteCoe_23992,G0410,G0410A,3.78772440876458,G04,A,1.5642648991135109,5.351989307878091,5.3112446105152,1.5586255754060196,0.0038210450670700855,1.3793650922555176,0.029240089386829475,0.07416012113383295,True,hypothetical protein,anterior,hypothetical protein,anterior
186490,SteCoe_23998,G0410,G0410A,1.96166508310584,G04,A,1.5642648991135109,3.525929982219351,3.3724185427259394,1.5586255754060196,0.022253360922298265,1.809711301277636,0.04223912277874925,0.07679840505227135,True,hypothetical protein,posterior,hypothetical protein,anterior
186730,SteCoe_24234,G0410,G0410A,1.8993758978762099,G04,A,1.5642648991135109,3.4636407969897207,3.2744488987524294,1.5586255754060196,0.028077972656974735,1.408447146831818,0.047836365575391636,0.07941288883702478,True,TatD_DNase domain protein,,,anterior
186740,SteCoe_24244,G0410,G0410A,0.29063260964724297,G04,A,1.5642648991135109,1.8548975087607538,1.6721561738620536,1.5586255754060196,0.051811327907776275,1.464087673605864,0.04870858847370979,0.07941288883702478,True,hypothetical protein,,,anterior
186752,SteCoe_24258,G0410,G0410A,0.973972611560747,G04,A,1.5642648991135109,2.538237510674258,2.5842769170165294,1.5586255754060196,-0.008987657720082936,1.074197765294758,0.04302287905491442,0.07719724082974479,True,DnaJ domain protein,,,posterior
186793,SteCoe_24299,G0410,G0410A,1.3016638030136298,G04,A,1.5642648991135109,2.8659287021271407,3.05639567584854,1.5586255754060196,-0.03216084793155203,1.8739895642148467,0.04145289169074931,0.07670207711685881,True,hypothetical protein,,,posterior
186816,SteCoe_24322,G0410,G0410A,2.18822436779886,G04,A,1.5642648991135109,3.752489266912371,3.3366537588192795,1.5586255754060196,0.05865807849887107,1.7787840626424718,0.07026445395079736,0.0955931364001453,True,hypothetical protein,,,anterior
186916,SteCoe_24426,G0410,G0410A,2.64584934858058,G04,A,1.5642648991135109,4.210114247694091,4.426741137990749,1.5586255754060196,-0.025081685477298454,1.9590723613184857,0.04187933410580491,0.07670207711685881,True,Histone domain protein,,,posterior
186918,SteCoe_2443,G0410,G0410A,2.5138892892394398,G04,A,1.5642648991135109,4.078154188352951,4.083042446211049,1.5586255754060196,-0.0005989633722824524,0.8004546882483069,0.04475009092488987,0.07769113007793381,True,hypothetical protein,posterior,hypothetical protein,posterior
186926,SteCoe_24437,G0410,G0410A,1.31613453652441,G04,A,1.5642648991135109,2.880399435637921,3.1472955526816198,1.5586255754060196,-0.044278304984059366,1.7917489934514401,0.013543636737311297,0.07416012113383295,True,hypothetical protein,,,posterior
187146,SteCoe_24669,G0410,G0410A,0.60763633820777,G04,A,1.5642648991135109,2.171901237321281,2.0143411832494027,1.5586255754060196,0.0376375847938589,1.2895023030221795,0.018631024561676018,0.07416012113383295,True,hypothetical protein,,,anterior
187258,SteCoe_24779,G0410,G0410A,1.17821377987542,G04,A,1.5642648991135109,2.742478678988931,2.74470979158275,1.5586255754060196,-0.0004066039659079469,1.124405762843019,0.0010435313587092662,0.07080781820605948,True,hypothetical protein,,,posterior
187321,SteCoe_24839,G0410,G0410A,1.39346667183048,G04,A,1.5642648991135109,2.9577315709439906,2.8827935817762995,1.5586255754060196,0.012830693680479727,0.9936738982472821,0.03424093122117844,0.07416012113383295,True,BTB_2 domain protein,posterior,BTB_2 domain protein,anterior
187389,SteCoe_24909,G0410,G0410A,0.8137888218996858,G04,A,1.5642648991135109,2.3780537210131967,2.2824622129674355,1.5586255754060196,0.02051092827486908,1.4152124031782851,0.02877831379553915,0.07416012113383295,True,hypothetical protein,,,anterior
187462,SteCoe_24985,G0410,G0410A,3.1485415388759304,G04,A,1.5642648991135109,4.712806437989441,4.69697815497533,1.5586255754060196,0.001682108964103683,1.1105056518611427,0.0761375389582289,0.0983485766872789,True,Ras domain protein,,,anterior
187563,SteCoe_25086,G0410,G0410A,1.65341830454467,G04,A,1.5642648991135109,3.217683203658181,3.0099071889565296,1.5586255754060196,0.033363789459893295,0.9460069445847132,0.014176443149481332,0.07416012113383295,True,hypothetical protein,,,anterior
187574,SteCoe_251,G0410,G0410A,2.63422156135942,G04,A,1.5642648991135109,4.198486460472931,4.19974350320095,1.5586255754060196,-0.0001496794840646733,1.5491579165472282,0.024418752716954702,0.07416012113383295,True,hypothetical protein,anterior,hypothetical protein,posterior
187583,SteCoe_25108,G0410,G0410A,0.550885545035855,G04,A,1.5642648991135109,2.115150444149366,1.9491769769387868,1.5586255754060196,0.0408366379021065,1.3176763476493687,0.03346471870711737,0.07416012113383295,True,hypothetical protein,,,anterior
187671,SteCoe_25201,G0410,G0410A,2.81254074557123,G04,A,1.5642648991135109,4.37680564468474,4.10430357551604,1.5586255754060196,0.03213047516469186,1.2519007783717304,0.024036586318882697,0.07416012113383295,True,AMP-binding domain protein,anterior,AMP-binding domain protein,anterior
187681,SteCoe_25210,G0410,G0410A,1.7478474170898202,G04,A,1.5642648991135109,3.312112316203331,2.99000624897283,1.5586255754060196,0.051110759643649646,1.5605032764681135,0.015542803975838577,0.07416012113383295,True,hypothetical protein,,,anterior
187702,SteCoe_25233,G0410,G0410A,0.6040141480474139,G04,A,1.5642648991135109,2.168279047160925,2.1791671644120156,1.5586255754060196,-0.0025044857880257053,1.4108495161634906,0.026098576391858613,0.07416012113383295,True,hypothetical protein,,,posterior
187717,SteCoe_25247,G0410,G0410A,4.5791042246095195,G04,A,1.5642648991135109,6.14336912372303,6.05271966420746,1.5586255754060196,0.00743266641394725,1.9844147838578612,0.07355549882614572,0.09755371197101555,True,Peptidase_S28 domain protein,anterior,Peptidase_S28 domain protein,anterior
187872,SteCoe_254,G0410,G0410A,2.04672830708647,G04,A,1.5642648991135109,3.6109932061999808,3.3524200732438594,1.5586255754060196,0.03713310162408935,1.246381537765745,0.06797653641984112,0.09422958012313458,True,hypothetical protein,,,anterior
187972,SteCoe_25496,G0410,G0410A,1.7648178478946102,G04,A,1.5642648991135109,3.329082747008121,2.79552260647736,1.5586255754060196,0.08711747283881965,1.2229197984774183,0.07547472727237466,0.09801912632775929,True,hypothetical protein,,,anterior
188082,SteCoe_25607,G0410,G0410A,1.4077198349779498,G04,A,1.5642648991135109,2.9719847340914605,2.81014539653774,1.5586255754060196,0.027989570261731475,1.3025705915822376,0.04425829436361774,0.07764613046248726,True,LRR_4 domain protein,posterior,LRR_4 domain protein,anterior
188111,SteCoe_25637,G0410,G0410A,0.447206853863815,G04,A,1.5642648991135109,2.011471752977326,1.8906031448957437,1.5586255754060196,0.030975471062194386,1.7590357082567163,0.032430494689150866,0.07416012113383295,True,hypothetical protein,,,anterior
188139,SteCoe_25667,G0410,G0410A,4.16967162270036,G04,A,1.5642648991135109,5.73393652181387,5.6681142407418,1.5586255754060196,0.005772845818949576,1.4593678285264584,0.043811354367271474,0.07740521973016162,True,hypothetical protein,anterior,hypothetical protein,anterior
188142,SteCoe_25670,G0410,G0410A,0.86459824149551,G04,A,1.5642648991135109,2.428863140609021,2.291244817665855,1.5586255754060196,0.029155757486840093,0.32292147561627754,0.029271319696443275,0.07416012113383295,True,hypothetical protein,,,anterior
188218,SteCoe_25744,G0410,G0410A,2.24259583795749,G04,A,1.5642648991135109,3.806860737071001,3.7917379427910802,1.5586255754060196,0.0019902083156463383,1.9541756392132659,0.01906616319235618,0.07416012113383295,True,Radial_spoke domain protein,anterior,Radial_spoke domain protein,anterior
188265,SteCoe_25788,G0410,G0410A,0.55658556374811,G04,A,1.5642648991135109,2.120850462861621,2.1253922363830915,1.5586255754060196,-0.001069598193781626,1.4094018136623179,0.007507310035179428,0.07416012113383295,True,WD40 domain protein,,,posterior
188325,SteCoe_2585,G0410,G0410A,1.9090023536799,G04,A,1.5642648991135109,3.473267252793411,3.4159301483065,1.5586255754060196,0.008322755344150366,0.9256869599409603,0.0005993954956162556,0.04994962463468796,True,hypothetical protein,,,anterior
188347,SteCoe_25872,G0410,G0410A,4.5437726835734,G04,A,1.5642648991135109,6.1080375826869115,6.02399160763634,1.5586255754060196,0.006927610685078823,1.209763262611178,0.02977977809646793,0.07416012113383295,True,EF-hand_7 domain protein,anterior,EF-hand_7 domain protein,anterior
188365,SteCoe_25892,G0410,G0410A,1.2164176994952098,G04,A,1.5642648991135109,2.7806825986087205,2.3955458094266766,1.5586255754060196,0.07440490620239455,1.253952925927437,0.04473919344374608,0.07769113007793381,True,hypothetical protein,,,anterior
188430,SteCoe_25954,G0410,G0410A,1.93471064280177,G04,A,1.5642648991135109,3.498975541915281,3.1965991639506495,1.5586255754060196,0.04516063090144036,0.4072576676885018,0.016126883563703925,0.07416012113383295,True,hypothetical protein,,,anterior
188639,SteCoe_2616,G0410,G0410A,1.76770860301313,G04,A,1.5642648991135109,3.331973502126641,3.47518677996798,1.5586255754060196,-0.02103862284806832,1.146138306819312,0.010162016575600683,0.07416012113383295,True,ARL2_Bind_BART domain protein,,,posterior
188712,SteCoe_26236,G0410,G0410A,0.922475917221995,G04,A,1.5642648991135109,2.486740816335506,2.1865064704206496,1.5586255754060196,0.06424533680588906,0.9160441975263954,0.011638910130440225,0.07416012113383295,True,hypothetical protein,,,anterior
188728,SteCoe_26251,G0410,G0410A,0.828106257658268,G04,A,1.5642648991135109,2.392371156771779,2.2682138614799365,1.5586255754060196,0.026639852036948016,0.8001814319870231,0.0053145674187135014,0.07416012113383295,True,hypothetical protein,,,anterior
188744,SteCoe_26266,G0410,G0410A,1.3105828104662298,G04,A,1.5642648991135109,2.8748477095797407,2.83736604612455,1.5586255754060196,0.006561670318755353,1.8071604532967132,0.04583546459501012,0.07848538458049678,True,hypothetical protein,posterior,hypothetical protein,anterior
188754,SteCoe_26278,G0410,G0410A,1.31817606142828,G04,A,1.5642648991135109,2.882440960541791,2.395713257522072,1.5586255754060196,0.09221551377827321,0.9946307008037233,0.019674168805217388,0.07416012113383295,True,hypothetical protein,posterior,hypothetical protein,anterior
188756,SteCoe_2628,G0410,G0410A,8.93991683043909,G04,A,1.5642648991135109,10.5041817295526,10.34020205550929,1.5586255754060196,0.007866851605410717,1.7480651803993814,0.07385273714773802,0.09762687677065406,True,Inhibitor_I29 domain protein,anterior,Inhibitor_I29 domain protein,anterior
188763,SteCoe_26286,G0410,G0410A,2.0526099451453304,G04,A,1.5642648991135109,3.616874844258841,3.5273307145730097,1.5586255754060196,0.012533812045082426,1.374561205367333,0.011528766651007735,0.07416012113383295,True,hypothetical protein,,,anterior
188782,SteCoe_26305,G0410,G0410A,1.7026893498101001,G04,A,1.5642648991135109,3.2669542489236107,3.14624863733303,1.5586255754060196,0.018821424135707684,1.0009246348704777,0.009364992406285256,0.07416012113383295,True,hypothetical protein,,,anterior
188783,SteCoe_26306,G0410,G0410A,1.19824145852506,G04,A,1.5642648991135109,2.762506357638571,2.6967052699578096,1.5586255754060196,0.01205322163151471,1.155087300314932,0.041436880718016746,0.07670207711685881,True,Eapp_C domain protein,,,anterior
188848,SteCoe_2637,G0410,G0410A,2.60987715651442,G04,A,1.5642648991135109,4.1741420556279305,3.7231008658641693,1.5586255754060196,0.05711375403386246,1.5069078923414017,0.022223177334308366,0.07416012113383295,True,zf-RING_2 domain protein,,,anterior
188875,SteCoe_26394,G0410,G0410A,1.13966585064805,G04,A,1.5642648991135109,2.703930749761561,2.5166019617376727,1.5586255754060196,0.03588307906035344,0.9136447338866679,0.026163167970378664,0.07416012113383295,True,CDPK family kinase,,,anterior
188882,SteCoe_26400,G0410,G0410A,3.06306531919795,G04,A,1.5642648991135109,4.627330218311461,4.468306718481979,1.5586255754060196,0.017483492462875727,1.8190122993176343,0.06574328157404194,0.09186650726627266,True,MM_CoA_mutase domain protein,anterior,MM_CoA_mutase domain protein,anterior
188884,SteCoe_26402,G0410,G0410A,0.509814729228085,G04,A,1.5642648991135109,2.074079628341596,2.0711025353864,1.5586255754060196,0.0007182055788155098,1.059657755422812,0.04023885822341491,0.07620995875646762,True,NEK family kinase,,,anterior
189048,SteCoe_26564,G0410,G0410A,2.5082056466537,G04,A,1.5642648991135109,4.072470545767211,3.9697577631942096,1.5586255754060196,0.012771682004917595,1.9282374557063924,0.05010168851827213,0.0798972857967931,True,C2 domain protein,,,anterior
189242,SteCoe_26763,G0410,G0410A,1.44708850754854,G04,A,1.5642648991135109,3.011353406662051,3.10827527772913,1.5586255754060196,-0.015837867959912235,1.5849860119242043,0.04380590641169919,0.07740521973016162,True,NUDIX domain protein,,,posterior
189292,SteCoe_26814,G0410,G0410A,2.08271378851004,G04,A,1.5642648991135109,3.646978687623551,3.4388670093741496,1.5586255754060196,0.029370055057447688,0.9773563120800702,8.988043918741423e-05,0.029575437461640645,True,DUF4200 domain protein,,,anterior
189296,SteCoe_26818,G0410,G0410A,1.4671014365889201,G04,A,1.5642648991135109,3.031366335702431,3.0643890964535396,1.5586255754060196,-0.005417336886074683,1.7774312650579762,0.0783036108928481,0.09837137046840212,True,hypothetical protein,,,posterior
189325,SteCoe_26850,G0410,G0410A,4.617802886688679,G04,A,1.5642648991135109,6.1820677858021895,6.15928511157456,1.5586255754060196,0.0018460434943459254,1.4189189151502977,0.02660034785063232,0.07416012113383295,True,vATP-synt_AC39 domain protein,anterior,vATP-synt_AC39 domain protein,anterior
189411,SteCoe_26934,G0410,G0410A,1.80040802020675,G04,A,1.5642648991135109,3.364672919320261,3.13120860709088,1.5586255754060196,0.035940358715003534,1.4032439497963274,0.030008855916811513,0.07416012113383295,True,TTL domain protein,,,anterior
189434,SteCoe_26956,G0410,G0410A,1.6068210302725903,G04,A,1.5642648991135109,3.171085929386101,3.01233120481851,1.5586255754060196,0.02567427057272473,1.9306918754993136,0.01783557894152871,0.07416012113383295,True,hypothetical protein,posterior,hypothetical protein,anterior
189533,SteCoe_27054,G0410,G0410A,0.552021338017604,G04,A,1.5642648991135109,2.116286237131115,2.1734366957322058,1.5586255754060196,-0.013322645656964123,0.9746769016693714,0.030252810966215467,0.07416012113383295,True,hypothetical protein,,,posterior
189563,SteCoe_27085,G0410,G0410A,1.0710110460670799,G04,A,1.5642648991135109,2.6352759451805907,2.4643848663690795,1.5586255754060196,0.03351028335541032,1.9498372285500918,0.008334616638277411,0.07416012113383295,True,hypothetical protein,,,anterior
